URLs;Identifies;Mode_de_decouverte;Plateformes
http://mtpham75.free.fr/haiku/10_Cirrus_automne_2018.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/11_Cirrus_printemps_2019.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/8_Cirrus_automne_2017.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-31.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-37.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-44.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-47.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-51.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-53.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-55.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Gong-56.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/haiku.htm;oui;methodologie;
http://mtpham75.free.fr/haiku/LALETTRE46Mars2017.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/LaLETTREMars2015.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_32.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_70.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_71.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_72.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_73.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_74.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_75.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_76.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_77.pdf;oui;methodologie;pdf
http://mtpham75.free.fr/haiku/Ploc_revue_haiku_numero_78.pdf;oui;methodologie;pdf
http://murielecamac.blogspot.com/;oui;autre;blogspot
http://murolpoesicales.wifeo.com/;oui;methodologie;wifeo
http://nathalienoel64.blogspot.com/;oui;methodologie;blogspot
http://nekojita.free.fr/;oui;methodologie;
http://nemolivier.blogspot.com/;oui;methodologie;blogspot
http://nouvellerevuemoderne.free.fr/sommaire.htm;oui;methodologie;
http://nuel.hautetfort.com/;oui;methodologie;hautetfort
http://oeuvresouvertes.net/;oui;methodologie;
http://ohmondieucharlesdarwin.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://oiedecravan.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://onuphrius.fr/;oui;methodologie;
http://onuphrius.fr/conversation-avec-marianne-desroziers/;oui;methodologie;
http://oreilletendue.com/;oui;repertoire_des_ecritures_num;
http://orion.poesie.free.fr/;oui;autre;
http://ose-art.ca/RevuePoesie/RevuePoesie3.pdf;oui;methodologie;pdf
http://ose-art.ca/RevuePoesie/RevuePoesie4.pdf;oui;methodologie;pdf
http://ose-art.ca/RevuePoesie/RevuePoesie5.pdf;oui;methodologie;pdf
http://pageparpage.com/;oui;repertoire_des_ecritures_num;
http://pages.infinit.net/haiku/;oui;methodologie;
http://pages.infinit.net/haiku/default1.htm;oui;methodologie;
http://pages.infinit.net/haiku/haikuco.htm;oui;methodologie;
http://pages.videotron.ca/haiku/default1.htm;oui;methodologie;
http://pages.videotron.com/haiku/;oui;methodologie;
http://pages.videotron.com/haiku/buffet2.pdf;oui;methodologie;pdf
http://pantun-sayang-afp.fr/;oui;methodologie;
http://pantun-sayang-afp.fr/wp-content/uploads/2016/07/Pantouns-17-Juillet-2016.pdf;oui;methodologie;pdf
http://pantun-sayang-afp.fr/wp-content/uploads/2018/11/Pantouns-22-octobre-2018.pdf;oui;methodologie;pdf
http://paolapigani.hautetfort.com;oui;autre;hautetfort
http://paradisbancal.blogspot.com/;oui;methodologie;blogspot
http://paradisbancale.over-blog.com/;oui;methodologie;over-blog
http://passiondelire.blog.24heures.ch/;oui;cartoweb_JP;
http://pastiches.net/;oui;methodologie;
http://patpantin.over-blog.com/;oui;methodologie;over-blog
http://patrickdelperdange.be/;oui;cartoweb_JP;
http://patrimages.over-blog.com/;oui;methodologie;over-blog
http://perroybernard.unblog.fr/;oui;methodologie;unblog
http://petercenas-com.over-blog.com/;oui;cartoweb_JP;over-blog
http://petiteracine.net/traquetraces/;oui;repertoire_des_ecritures_num;
http://petiteracine.net/wordpress/;oui;methodologie;
http://petiteracine.over-blog.com/article-corps-d-eau-par-christophe-sanchez-68431263.html;oui;methodologie;over-blog
http://petiteracine.over-blog.com/article-nos-bibliotheques-tiennent-sur-nos-paumes-juliette-mezenc-38706781.html;oui;methodologie;over-blog
http://petitriendecorinne.over-blog.com/;oui;autre;over-blog
http://phallaina.nouvelles-ecritures.francetv.fr/;oui;repertoire_des_ecritures_num;
http://phankimdien.blogspot.com/;oui;methodologie;blogspot
http://philipoete.wifeo.com/;oui;methodologie;wifeo
http://philquinta.canalblog.com/;oui;methodologie;canalblog
http://photoromans.blogspot.com/;oui;methodologie;blogspot
http://photoslelion07.fr/__PHOTOS/;oui;methodologie;
http://photoslelion07.fr/__PMC/accueil.php;oui;methodologie;
http://pierre.campion2.free.fr/index.html;oui;autre;
http://pierrecendrin.blogspot.com/;oui;methodologie;blogspot
http://pile-ou-face.net/;oui;repertoire_des_ecritures_num;
http://plume-d-auteur.over-blog.com/erik-vaucey.html;oui;methodologie;over-blog
http://plumeetkalam.canalblog.com/;oui;cartoweb_JP;canalblog
http://poebzine.canalblog.com/;oui;methodologie;canalblog
http://poemesale.com/;oui;repertoire_des_ecritures_num;
http://poemes-galway-lorient.weebly.com/lydia-padellec-deux-poegravemes.html;oui;methodologie;weebly
http://poesieaccidentelle.blogspot.com/;oui;methodologie;blogspot
http://poesiechroniquetamalle.blogspot.com/;oui;methodologie;blogspot
http://poesiechroniquetamalle.centerblog.net/;oui;methodologie;
http://poesiepourtous.free.fr/;oui;methodologie;
http://poesiesdulion07.canalblog.com/;oui;methodologie;canalblog
http://poesie-sous-roche.hautetfort.com/;oui;autre;hautetfort
http://poetaille.over-blog.fr/;oui;methodologie;over-blog
http://poete-public.blogspot.com/;oui;cartoweb_JP;blogspot
http://poetessa.eklablog.com/;oui;methodologie;eklablog
http://poetiques.blogg.org/;oui;cartoweb_JP;blogg
http://polaroid-de-mots.blogspot.com/;oui;methodologie;blogspot
http://possiblesuite.free.fr/;oui;methodologie;
http://postsecretfrance.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://potglob.blogspot.com/2015/11/y-cimetre-la-chronique-sportive.html;oui;cartoweb_JP;blogspot
http://poullaouec-jac.blogspot.com/;oui;methodologie;blogspot
http://ptitevite.com/V1;oui;repertoire_des_ecritures_num;
http://raymondalcovere.hautetfort.com/;oui;methodologie;hautetfort
http://raynaldoplouis.over-blog.com/2016/06/poemes-d-eric-dubois.html;oui;methodologie;over-blog
http://remue.net/anthony-poiraudeau;oui;methodologie;
http://remue.net/cecile-portier;oui;methodologie;
http://remue.net/francois-bon;oui;methodologie;
http://remue.net/Francois-Bon-%E2%8E%9C-Hommage-a-Maurice-Blanchot;oui;methodologie;
http://remue.net/instin;oui;methodologie;
http://remue.net/lise-beninca-chez-emmaus-defi-paris-xix;oui;cartoweb_JP;
http://remue.net/lydia-padellec-a-la-lanterne-rambouillet-78;oui;methodologie;
http://residencebeausejour.blogspot.com/;oui;cartoweb_JP;blogspot
http://ressacs.eklablog.com/;oui;methodologie;eklablog
http://reverieautravail.blogspot.com/;oui;cartoweb_JP;blogspot
http://revue17secondes.blogspot.com/;oui;methodologie;blogspot
http://revueangoisse.blogspot.com/;oui;methodologie;blogspot
http://revuemeninge.com/fr/;oui;methodologie;
http://revuemeninge.com/wp-content/uploads/2016/06/Revue_Meninge_06_v01.pdf;oui;methodologie;pdf
http://revuemeninge.com/wp-content/uploads/2016/09/RM07_4h30-5h30_v1.pdf;oui;methodologie;pdf
http://revuemeninge.com/wp-content/uploads/2018/02/RM_11_Numerique_v2.pdf;oui;methodologie;pdf
http://revuenawa.fr/;oui;autre;
http://revue-texture.fr/;oui;autre;
http://revueverso.blogspot.com/;oui;methodologie;blogspot
http://revueverso.blogspot.com/2014/10/port-louis-800x600-normal-0-21-false.html;oui;methodologie;blogspot
http://revueverso.blogspot.com/2019/12/verso-n179-ici-ailleurs.html;oui;methodologie;blogspot
http://revuewatts.srwebworks.com/;oui;methodologie;srwebworks
http://revue-zinzoline.over-blog.com/;oui;methodologie;over-blog
http://ridalamrini.blogspot.com/2017/02/les-puissants-de-casablanca-le-film.html;oui;cartoweb_JP;blogspot
http://rivesinedites.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://rodiabayginot3.over-blog.com/pages/Texte_dYves_Gerbal-1003648.html;oui;methodologie;over-blog
http://sabinehuynh.com/;oui;methodologie;
http://saijiki-francophone.over-blog.fr/;oui;methodologie;over-blog
http://sainthenri.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://salvatore-sanfilippo.over-blog.com/;oui;autre;over-blog
http://sammysapin.blogspot.com/;oui;methodologie;blogspot
http://sansfo.o2switch.net/IMG/pdf/rtf9-fevrier-2010.pdf;oui;methodologie;pdf
http://sarieloubal.blogspot.com/;oui;methodologie;blogspot
http://sbns.eklablog.com/;oui;methodologie;eklablog
http://sdsecours.blogspot.com/;oui;methodologie;blogspot
http://sebastienrongier.net/;oui;methodologie;
http://serge.valletti.pagesperso-orange.fr/;oui;cartoweb_JP;pagesperso-orange
http://sergemeurant.be/index.html;oui;cartoweb_JP;
http://simplicisme.blogspot.com;oui;methodologie;blogspot
http://sitephilippeforcioli.free.fr/desailesparpitie.htm;oui;methodologie;
http://snaypipluma.simplesite.com/436716316;oui;cartoweb_JP;simplesite
http://soizic-michelot.blogspot.com/;oui;methodologie;blogspot
http://sourcedumal.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://srivron.free.fr/;oui;methodologie;
http://sto.tempslibres.org/;oui;methodologie;
http://surlatraceduvent.blogspot.com/;oui;methodologie;blogspot
http://tahar.bekri.free.fr/;oui;cartoweb_JP;
http://tapin.free.fr/framesuel.htm;oui;methodologie;
http://tapin.free.fr/index.html;oui;methodologie;
http://tapin2.org/;oui;methodologie;
http://tapin2.org/aha-cheval23;oui;methodologie;
http://tapin2.org/d-azur-et-d-acier;oui;methodologie;
http://taxidenuit.blogspot.ca/;oui;repertoire_des_ecritures_num;blogspot
http://techniciencoffeur.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://temporel.fr/;oui;methodologie;
http://temps-pestif.over-blog.org/;oui;methodologie;over-blog
http://terreaciel.free.fr/;oui;methodologie;
http://terrelointaine.eklablog.com/;oui;autre;eklablog
http://terrelointaine.over-blog.fr/;oui;methodologie;over-blog
http://texte.over-blog.com/;oui;methodologie;over-blog
http://texte-et-toile.blogspot.com/;oui;autre;blogspot
http://textes.antonincrenn.com/;oui;autre;
http://texteslucierenaud.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://thehaikufoundation.org/omeka/files/original/d1aca1d6b375d8c156c5498407b4a277.pdf;oui;methodologie;pdf
http://thehaikufoundation.org/omeka/files/original/d34f326dd0303ccc70530eeb075c4d99.pdf;oui;methodologie;pdf
http://theophiledegiraud.e-monsite.com/medias/files/3-manifeste-antinataliste.pdf;oui;methodologie;pdf
http://thereseramequin.blogspot.com/;oui;methodologie;blogspot
http://thisisbetterthanporn.com/?og=1;oui;repertoire_des_ecritures_num;
http://tisseusedeliens.hautetfort.com/;oui;methodologie;hautetfort
http://toujourstropbon.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://toutfaitpoeme.canalblog.com/;oui;methodologie;canalblog
http://towardgrace.blogspot.ca/;oui;repertoire_des_ecritures_num;blogspot
http://traction-brabant.blogspot.com/;oui;methodologie;blogspot
http://trashindigne.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://tvtn.free.fr/;oui;cartoweb_JP;
http://twistnserve.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://unemainestaussiunpoing.blogspot.com/;oui;methodologie;blogspot
http://unjoursurterre.hautetfort.com/;oui;repertoire_des_ecritures_num;hautetfort
http://unrubandeciel.simplesite.com/;oui;methodologie;simplesite
http://users.skynet.be/philippe.mathy/;oui;cartoweb_JP;
http://vacuum2scrapbook.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://vaucey.canalblog.com/;oui;methodologie;canalblog
http://vaucey.canalblog.com/archives/2015/09/01/32493329.html;oui;methodologie;canalblog
http://verdino.unblog.fr/;oui;cartoweb_JP;unblog
http://verrementhe.blogspirit.com/;oui;methodologie;blogspirit
http://versminuit.blogspot.com/;oui;methodologie;blogspot
http://vieiletang.com/;oui;methodologie;
http://vieufou.unblog.fr/;oui;methodologie;unblog
http://vincent-calebasse.blogspot.com/;oui;methodologie;blogspot
http://vincent-calebasse.blogspot.com/2010/10/retour-du-froid.html;oui;methodologie;blogspot
http://volkovitch.com/;oui;autre;
http://vous-dites.brics-a-bracs.com/;oui;autre;
http://vous-dites.brics-a-bracs.com/2011/04/21/faraway-so-close/;oui;methodologie;
http://welovewords.com/documents/fille-de-nul-part;oui;methodologie;welovewords
http://welovewords.com/ebepol;oui;cartoweb_JP;welovewords
http://welovewords.com/edwige-laurier;oui;cartoweb_JP;welovewords
http://welovewords.com/eric-dubois;oui;methodologie;welovewords
http://welovewords.com/kavi-amulya-hendy;oui;cartoweb_JP;welovewords
http://welovewords.com/lilisamifie;oui;cartoweb_JP;welovewords
http://welovewords.com/natacha-k;oui;methodologie;welovewords
http://welovewords.com/nelsyfr;oui;cartoweb_JP;welovewords
http://welovewords.com/valerie-pascual;oui;methodologie;welovewords
http://wincklersblog.blogspot.com/2009/12/le-desir-quelle-connerie-par-franck.html;oui;methodologie;blogspot
http://www.100pour100haiku.fr/;oui;methodologie;
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc26-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc59-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc64-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc71-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc72-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc7-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/la%20lettre%20du%20haiku%20ploc8-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/ploc/ploc6b-association%20pour%20la%20promotion%20du%20haiku.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_1.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_11.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_15.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_2.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_31.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_45.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_49.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_5.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_53.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_56.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_59.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_7.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_70.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/ploc_revue_haiku_numero_76.pdf;oui;methodologie;pdf
http://www.100pour100haiku.fr/revue_ploc/Ploc_revue_haiku_numero_8.pdf;oui;methodologie;pdf
http://www.�chatperch�.net/spip/;oui;methodologie;spip
http://www.�chatperch�.net/spip/spip.php?article635;oui;methodologie;spip
http://www.alaincrozier.com/accueil.html;oui;methodologie;
http://www.alaintasso.com/;oui;cartoweb_JP;
http://www.aloys.me/article-une-fiche-de-lecture-signee-eric-allard-pour-spirales-urbaines-de-carine-laure-desguin-120901591.html;oui;methodologie;
http://www.amboilati.org/;oui;methodologie;
http://www.amboilati.org/chantier/;oui;methodologie;
http://www.amboilati.org/chantier/tag/brigitte-celerier/;oui;methodologie;
http://www.angle-vivant.net/claireceira/;oui;autre;
http://www.anne-brousmiche.fr/;oui;methodologie;
http://www.arnaudmaisetti.net/;oui;methodologie;
http://www.arpo-poesie.org/media/actualite/avril_2017.pdf;oui;methodologie;pdf
http://www.atoutchats.net/;oui;methodologie;
http://www.auteursmonteregie.com/mission.html;oui;methodologie;
http://www.beatricebrerot.net/;oui;repertoire_des_ecritures_num;
http://www.beatrice-libert.be/;oui;autre;
http://www.big.or.jp/~loupe/links/fhisto/fhisinx.shtml;oui;methodologie;
http://www.big.or.jp/~loupe/links/frinx.shtml#anchor445626;oui;methodologie;
http://www.big.or.jp/~loupe/mu15/tome.shtml;oui;methodologie;
http://www.big.or.jp/~loupe/saiji/fshtml/index.shtml;oui;methodologie;
http://www.boldepluie.com/;oui;methodologie;
http://www.boriscrack.com/;oui;methodologie;
http://www.carnetdart.com/jean-luc-raharimanana/;oui;cartoweb_JP;
http://www.chichinpuipui.fr/;oui;methodologie;
http://www.chloedelaume.net/;oui;methodologie;
http://www.christinesimon.fr/;oui;autre;
http://www.cirrustanka.com/accueil.php;oui;methodologie;
http://www.cirrustanka.com/issues/1_Cirrus_printemps_2014.pdf;oui;methodologie;pdf
http://www.cirrustanka.com/issues/11_Cirrus_printemps_2019.pdf;oui;methodologie;pdf
http://www.cirrustanka.com/issues/2_Cirrus_automne_2014.pdf;oui;methodologie;pdf
http://www.cirrustanka.com/issues/3_Cirrus_printemps_2015.pdf;oui;methodologie;pdf
http://www.cirrustanka.com/issues/4_Cirrus_ete_2015.pdf;oui;methodologie;pdf
http://www.cirrustanka.com/issues/9_Cirrus_printemps_2018.pdf;oui;methodologie;pdf
http://www.danielrondeau.com/;oui;repertoire_des_ecritures_num;
http://www.dcdb.fr/;oui;cartoweb_JP;
 http://www.deboitements.net/;oui;cartoweb_JP;
http://www.desordre.net/;oui;methodologie;
http://www.desordre.net/mon_oiseau_bleu/index.html;oui;autre;
http://www.diafragm.net/obturateur/words/tout_au_bout_du_chemin/;oui;repertoire_des_ecritures_num;
http://www.dominiquechipot.fr/;oui;methodologie;
http://www.donner-a-voir.net/auteurs/auteur_boudet1.html;oui;methodologie;
http://www.ecampo.fr/;oui;methodologie;
http://www.editionsdelabatjour.com/;oui;methodologie;
http://www.editionsdelabatjour.com/pages/LAmpoule_revue_numerique-3910934.html;oui;methodologie;
http://www.edouardglissant.fr/;oui;methodologie;
http://www.ericdubois.net/;oui;methodologie;
http://www.ericdubois.net/article-texte-de-jean-yves-fick-les-vases-communicants-de-mars-2013-115663001.html;oui;methodologie;
http://www.espacepoetique.com/;oui;methodologie;
http://www.e-torpedo.net/auteur.php3?id_auteur=9;oui;methodologie;
http://www.face-ecran.fr/;oui;repertoire_des_ecritures_num;
http://www.fannychiarello.com/;oui;methodologie;
http://www.feuillesderoute.net/;oui;autre;
http://www.francamai.net/;oui;methodologie;
http://www.francoisepirart.be/;oui;cartoweb_JP;
http://www.francopolis.net/creaphonie/Ossiane.html;oui;methodologie;
http://www.francopolis.net/francosemailles/duhaimeentrevue.html;oui;methodologie;
http://www.francopolis.net/francosemailles/haikus-haigas-novembre2010.html;oui;methodologie;
http://www.francopolis.net/francosemailles/IleEniger.html;oui;methodologie;
http://www.francopolis.net/francosemailles/Jean-Marc-juin09.html;oui;methodologie;
http://www.francopolis.net/francosemailles/Poullaouec-Liette.html;oui;methodologie;
http://www.francopolis.net/rubriques/gueuledemots-GuyAllix-Mai2017.html;oui;methodologie;
http://www.francopolis.net/rubriques/NouvelleForum06-04.html;oui;methodologie;
http://www.francopolis.net/salon/BertonciniMarilyne-mars2016.html;oui;methodologie;
http://www.francopolis.net/salon/DuboisEric-septembre2013.html;oui;methodologie;
http://www.francopolis.net/salon/IleEniger.htm;oui;methodologie;
http://www.francopolis.net/salon/Laranco-Salonoctobre2011.html;oui;methodologie;
http://www.francopolis.net/sites.htm;oui;methodologie;
http://www.fricfracclub.com/;oui;methodologie;
http://www.fuirestunepulsion.net/spip.php?page=sommaire;oui;autre;spip
http://www.fut-il.net/;oui;methodologie;
http://www.fut-il.net/2015/12/morning-la-fenetre-s04.html;oui;repertoire_des_ecritures_num;
http://www.gadinsetboutsdeficelles.net/;oui;methodologie;
http://www.gazettenucleaire.org/~resosol/exemples%20de%20haibuns.pdf;oui;methodologie;pdf
http://www.genevieve-vidal.com/;oui;methodologie;
http://www.guyjean.com/;oui;methodologie;
http://www.haikus-au-fil-des-jours.com/;oui;methodologie;
http://www.haikus-iocasta.be/;oui;methodologie;
http://www.haikus-iocasta.be/269808655;oui;methodologie;
http://www.henriettevalium.com/;oui;repertoire_des_ecritures_num;
http://www.inacheve.net/;oui;methodologie;
http://www.inacheve.net/spip.php?article343;oui;methodologie;spip
http://www.incertainregard.fr/;oui;methodologie;
http://www.incertainregard.fr/Archives/Archives/IR%20N%2010.pdf;oui;methodologie;pdf
http://www.incertainregard.fr/Revue/INCERTAINREGARDN8.pdf;oui;methodologie;pdf
http://www.inlibroveritas.net/oeuvres/4612/faux-calme;oui;methodologie;
http://www.inthe10s.ca/;oui;repertoire_des_ecritures_num;
http://www.isabelleponcet-rimaud.com/;oui;methodologie;
http://www.jean-claude-bologne.com/;oui;cartoweb_JP;
http://www.je-me-dis.com/;oui;methodologie;
http://www.joinvillelepont.eu/;oui;methodologie;
http://www.juanasensio.com/;oui;methodologie;
http://www.karolinegeorges.com/;oui;repertoire_des_ecritures_num;
http://www.kiltir.com/fr2.shtml;oui;cartoweb_JP;
http://www.kratochvil.tv/;oui;cartoweb_JP;
http://www.labaraquedechantier.org/;oui;methodologie;
http://www.lacauselitteraire.fr;oui;methodologie;
http://www.lacauselitteraire.fr/le-complexe-de-l-ecrivain-6-par-eric-dubois;oui;methodologie;
http://www.lapierredelaube.com/;oui;methodologie;
http://www.larivedesmots.com/;oui;autre;
http://www.latoiledelun.fr/;oui;autre;
http://www.latracebleue.net/;oui;autre;
http://www.lauremorali.net/;oui;methodologie;
http://www.le-capital-des-mots.fr/;oui;methodologie;
http://www.le-capital-des-mots.fr/2016/07/le-capital-des-mots-marianne-desroziers.html;oui;methodologie;
http://www.le-capital-des-mots.fr/2018/02/le-capital-des-mots-kevin-broda.html?fbclid=IwAR1pY-tbsY8zE21i2Et40z8aAGC2QlFbJkX3SCPVFoSNfac43v3zCwUuEz4;oui;methodologie;
http://www.le-capital-des-mots.fr/2019/03/le-capital-des-mots-andre-chenet.html;oui;methodologie;
http://www.le-capital-des-mots.fr/2019/12/le-capital-des-mots-marie-anne-bruch.html;oui;methodologie;
http://www.le-capital-des-mots.fr/2020/01/le-capital-des-mots-iocasta-huppen.html;oui;methodologie;
http://www.le-capital-des-mots.fr/article-25452579.html;oui;methodologie;
http://www.le-capital-des-mots.fr/article-29692193.html;oui;methodologie;
http://www.lechasseurabstrait.com/revue/spip.php?rubrique1389;oui;cartoweb_JP;spip
http://www.lelivredehaiku.fr/;oui;methodologie;
http://www.lepervierincassable.net/;oui;autre;
http://www.lesadex.com/;oui;methodologie;
http://www.lesfourchettes.net/;oui;repertoire_des_ecritures_num;
http://www.lesfourchettes.net/tes-pas-mon-ami;oui;repertoire_des_ecritures_num;
http://www.lesrestesdubanquet.com/;oui;autre;
http://www.lieux-dits.eu/;oui;autre;
http://www.lignesdevie.com/;oui;methodologie;
http://www.liminaire.fr/;oui;methodologie;
http://www.lionel-seppoloni.fr/;oui;repertoire_des_ecritures_num;
http://www.litterature-quebecoise.com/index.html;oui;repertoire_des_ecritures_num;
http://www.magiedumot.com/;oui;autre;
http://www.mahigan.ca;oui;repertoire_des_ecritures_num;
http://www.mahigan.com;oui;repertoire_des_ecritures_num;
http://www.manteaudetoiles.net/;oui;methodologie;
http://www.marcguimo.com/;oui;autre;
http://www.marieangesebasti.fr/;oui;methodologie;
http://www.martinesonnet.fr/blogwp/;oui;methodologie;
http://www.martin-page.fr/;oui;cartoweb_JP;
http://www.maulpoix.net/;oui;methodologie;
http://www.michelekahn.com/;oui;methodologie;
http://www.michelfrancoislavaur.fr/pages%20presentation/pagesommaire.htm;oui;methodologie;
http://www.mouvement.net/pdf/tap/CECN_Thierry_de_Mey_janv2011.pdf;oui;methodologie;pdf
http://www.mouvementparlonsmieux.ca/Site/Accueil.html;oui;methodologie;
http://www.mytexte.com/;oui;autre;
http://www.mytexte.com/textes.php?auteur=Patricia+Laranco;oui;methodologie;
http://www.nadineleon-auteur.com/;oui;methodologie;
http://www.olivier-walter.fr/;oui;methodologie;
http://www.pandesmuses.fr/;oui;methodologie;
http://www.pandesmuses.fr/musemodernejasmin.html;oui;methodologie;
http://www.papillonsdemots.fr/;oui;methodologie;
http://www.papillonsdemots.fr/2017/04/21/monique-merabet-a-lu-pantouns-autres-poemes-du-retour/;oui;methodologie;
http://www.parham.fr/;oui;methodologie;
http://www.patrick-joquel.com/;oui;autre;
http://www.petiteracine.net/;oui;repertoire_des_ecritures_num;
http://www.petitspointscardinaux.net/;oui;cartoweb_JP;
http://www.poesie.net/index.php;oui;methodologie;
http://www.poesie-erotique.net/index.php/accueil;oui;autre;
http://www.poesie-terpsichore.eu/;oui;methodologie;
http://www.poesie-web.eu/;oui;methodologie;
http://www.poetika17.com/;oui;methodologie;
http://www.poetika17.com/brinserotisme.html#melanie;oui;methodologie;
http://www.poetika17.com/paroles-de-poetes-eric-dubois.html;oui;methodologie;
http://www.poetika17.com/touslespoemes-5.html;oui;methodologie;
http://www.pol-editeur.com/index.php?spec=auteur&numauteur=5732;oui;cartoweb_JP;
http://www.potomitan.info/poemes/boudet2.php;oui;methodologie;
http://www.potomitan.info/poemes/boudet3.php;oui;methodologie;
http://www.presenceafricaine.com/262_sarr-mohamed-mbougar;oui;cartoweb_JP;
http://www.quelquesraresqualites.fr/accueil/index.html;oui;methodologie;
http://www.ral-m.com/revue/IMG/pdf_Ploc_revue_haiku_numero_17.pdf;oui;methodologie;pdf
http://www.realpoetik.fr/;oui;methodologie;
http://www.realpoetik.fr/2016/03/25/sammy-sapin-la-vieille-pucellerie-male/;oui;methodologie;
http://www.rebotier.net/;oui;cartoweb_JP;
http://www.regards.asso.fr/index.html;oui;methodologie;
http://www.renaud-camus.net/;oui;repertoire_des_ecritures_num;
http://www.reveursequitables.com/index.htm;oui;methodologie;
