Id,Label,timeset,authority,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Hub,modularity_class,clustering
GabyMouzay,GabyMouzay,,false,2,0,2,11,0,11,0,0,0,0,0,5,0.5
cbabulle,cbabulle,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
blog_bazart,blog_bazart,,false,1,0,1,4,0,4,0,0,0,0,0,8,0
plumesauvent,plumesauvent,,false,2,0,2,7,0,7,0,0,0,0,0,8,0
juliegacon,juliegacon,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
guillaumekasba,guillaumekasba,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
livreshebdo,livreshebdo,,false,4,0,4,9,0,9,0,0,0,0,0,8,0
bibYourcenar,bibYourcenar,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
rabbidelphineH,rabbidelphineH,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
CDevarrieux,CDevarrieux,,false,3,0,3,3,0,3,0,0,0,0,0,8,0
fdevedjian,fdevedjian,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Knobel7,Knobel7,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
BePolar3,BePolar3,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
tolmajian,tolmajian,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
armenews_NAM,armenews_NAM,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
NDutent,NDutent,,false,3,0,3,6,0,6,0,0,0,0,0,8,0
danseur_masque,danseur_masque,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
PoesieDes,PoesieDes,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
EcritsdesForges,EcritsdesForges,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
MDLPParis,MDLPParis,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
4sanswebzine,4sanswebzine,,false,1,0,1,5,0,5,0,0,0,0,0,8,0
LafonLola,LafonLola,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
NabilHicham6,NabilHicham6,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
KonbiniFr,KonbiniFr,,false,2,0,2,2,0,2,0,0,0,0,0,33,0
twedouard,twedouard,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Dialogues,Dialogues,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
JulietteHoch,JulietteHoch,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Lecrivailleuse,Lecrivailleuse,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
PiBenetti,PiBenetti,,false,2,0,2,2,0,2,0,0,0,0,0,8,0
Livresurlaplace,Livresurlaplace,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
lesinrocks,lesinrocks,,false,3,0,3,3,0,3,0,0,0,0,0,33,0
JeanBirnbaum,JeanBirnbaum,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
MiguelBalle_,MiguelBalle_,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
publienet,publienet,,false,10,0,10,78,0,78,0,0,0,0,0,30,0.155556
RevueEsprit,RevueEsprit,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
TewfikSahih,TewfikSahih,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
ValerieDebord1,ValerieDebord1,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Revuedes2Mondes,Revuedes2Mondes,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Babelio,Babelio,,false,8,0,8,27,0,27,0,0,0,0,0,33,0
AnthropeYolo,AnthropeYolo,,true,4,95,99,39,184,223,10,0.168116,0.230555,4490.544048,0,19,0.012203
et_baam,et_baam,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
AMaddy2,AMaddy2,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
LeParisien_92,LeParisien_92,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
JeromeAttalOff,JeromeAttalOff,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
lezappingdupaf,lezappingdupaf,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
SaraFreeGaza,SaraFreeGaza,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
anaN2B,anaN2B,,false,3,0,3,4,0,4,0,0,0,0,0,30,0.166667
mihoub_boualem,mihoub_boualem,,true,2,3,5,2,10,12,1,1,1,2,0,4,0.25
LaylaBe4,LaylaBe4,,false,1,0,1,8,0,8,0,0,0,0,0,4,0
phenixtaw,phenixtaw,,false,5,0,5,6,0,6,0,0,0,0,0,4,0.25
Iebsianism,Iebsianism,,false,1,0,1,1,0,1,0,0,0,0,0,4,0
AndreiAndrei63,AndreiAndrei63,,false,1,0,1,1,0,1,0,0,0,0,0,4,0
caro1205,caro1205,,false,1,0,1,1,0,1,0,0,0,0,0,4,0
victor_pascale,victor_pascale,,false,4,0,4,11,0,11,0,0,0,0,0,4,0
Alvyanekermoal,Alvyanekermoal,,true,0,6,6,0,7,7,1,1,1,0,0,9,0
DeleosAmoelle,DeleosAmoelle,,false,1,0,1,1,0,1,0,0,0,0,0,9,0
Chris_Lamant,Chris_Lamant,,false,1,0,1,2,0,2,0,0,0,0,0,9,0
lemondedarthur,lemondedarthur,,false,2,0,2,2,0,2,0,0,0,0,0,9,0
Balade_Sympa,Balade_Sympa,,false,1,0,1,1,0,1,0,0,0,0,0,9,0
Senpertar,Senpertar,,false,1,0,1,1,0,1,0,0,0,0,0,9,0
morpheusmozart,morpheusmozart,,true,1,8,9,12,8,20,10,0.19428,0.219844,319.114286,0,5,0.013889
papyberthet,papyberthet,,false,2,0,2,2,0,2,0,0,0,0,0,4,0
dimhoq25,dimhoq25,,false,1,0,1,1,0,1,0,0,0,0,0,5,0
MissPrunette_,MissPrunette_,,false,2,0,2,2,0,2,0,0,0,0,0,18,0
Kari_Dzair,Kari_Dzair,,false,1,0,1,1,0,1,0,0,0,0,0,5,0
Papryka5,Papryka5,,false,1,0,1,3,0,3,0,0,0,0,0,19,0
DkaleCrazy,DkaleCrazy,,false,2,0,2,2,0,2,0,0,0,0,0,19,0
lasosumav,lasosumav,,false,2,0,2,2,0,2,0,0,0,0,0,19,0.5
so_contrary,so_contrary,,false,2,0,2,4,0,4,0,0,0,0,0,19,0
wasowska_mag,wasowska_mag,,false,4,0,4,5,0,5,0,0,0,0,0,4,0.083333
SeenbyBien,SeenbyBien,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
jj3ooz,jj3ooz,,false,2,0,2,2,0,2,0,0,0,0,0,7,0
JeanMazille,JeanMazille,,false,2,0,2,2,0,2,0,0,0,0,0,7,0
JuleeResuggan,JuleeResuggan,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
mi_truefaith,mi_truefaith,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
paintedIife,paintedIife,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
ArsEstHabitus,ArsEstHabitus,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
fallo_felice,fallo_felice,,false,3,0,3,4,0,4,0,0,0,0,0,19,0
Number__47__,Number__47__,,false,2,0,2,4,0,4,0,0,0,0,0,19,0
GeneBro58636254,GeneBro58636254,,false,1,0,1,3,0,3,0,0,0,0,0,19,0
Alyson_b5,Alyson_b5,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
Sweet___Ocean,Sweet___Ocean,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
SenoritaSea,SenoritaSea,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
rafae078,rafae078,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
BluebirdReading,BluebirdReading,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
ashlikesnow8,ashlikesnow8,,false,2,0,2,3,0,3,0,0,0,0,0,19,0
r_briggita,r_briggita,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
NegronPerdomo,NegronPerdomo,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
Camille_Jeann,Camille_Jeann,,false,3,0,3,11,0,11,0,0,0,0,0,19,0
GuglielminaS,GuglielminaS,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
Burai_L,Burai_L,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
respinosak1,respinosak1,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
matsudai43,matsudai43,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
pe8744,pe8744,,false,4,0,4,6,0,6,0,0,0,0,0,19,0.166667
Cris61921593,Cris61921593,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
gigi_dreamer,gigi_dreamer,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
vf_designstudio,vf_designstudio,,false,2,0,2,2,0,2,0,0,0,0,0,19,0
ombre_une,ombre_une,,false,4,0,4,8,0,8,0,0,0,0,0,19,0.083333
annie_zermatt,annie_zermatt,,false,3,0,3,9,0,9,0,0,0,0,0,19,0.166667
rvoneinem,rvoneinem,,false,3,0,3,6,0,6,0,0,0,0,0,19,0
2018Ria,2018Ria,,false,2,0,2,7,0,7,0,0,0,0,0,19,0
lukas_corso,lukas_corso,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
Soy_Luchick,Soy_Luchick,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
MaryElle_She,MaryElle_She,,false,2,0,2,2,0,2,0,0,0,0,0,7,0
cassandra_fede,cassandra_fede,,false,1,0,1,2,0,2,0,0,0,0,0,19,0
KreenDream,KreenDream,,false,3,0,3,8,0,8,0,0,0,0,0,19,0.166667
Matilde99101783,Matilde99101783,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
Fanrizio21,Fanrizio21,,false,2,0,2,6,0,6,0,0,0,0,0,19,0
gregchezz,gregchezz,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
Sand8826,Sand8826,,false,2,0,2,2,0,2,0,0,0,0,0,4,0
antoinetteworld,antoinetteworld,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
hani68268572,hani68268572,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
missgreenalmond,missgreenalmond,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
ambra00683620,ambra00683620,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
PierreBotte1,PierreBotte1,,false,2,0,2,2,0,2,0,0,0,0,0,7,0
Absolute_Bowie,Absolute_Bowie,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
flor_ali,flor_ali,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
Marinette0813,Marinette0813,,false,3,0,3,4,0,4,0,0,0,0,0,4,0.166667
BorisBastide,BorisBastide,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
C_litteraire,C_litteraire,,false,5,0,5,8,0,8,0,0,0,0,0,29,0.05
AnaBolena33,AnaBolena33,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
pg2paloma,pg2paloma,,false,3,0,3,4,0,4,0,0,0,0,0,19,0
CsillaMikolay,CsillaMikolay,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
leinoa,leinoa,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
kpak0123,kpak0123,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
AGodyaykin,AGodyaykin,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
jhermoza2000,jhermoza2000,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
henk__heijmans,henk__heijmans,,false,2,0,2,2,0,2,0,0,0,0,0,19,0
tohshiraw,tohshiraw,,false,2,0,2,2,0,2,0,0,0,0,0,7,0
pennycoho,pennycoho,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
v_rossouw3,v_rossouw3,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
loredanamascia2,loredanamascia2,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
cosmos_clara,cosmos_clara,,false,1,0,1,1,0,1,0,0,0,0,0,19,0
franckwatier,franckwatier,,true,2,4,6,3,4,7,1,1,1,109.940476,0,4,0.033333
PattyBal33,PattyBal33,,false,2,0,2,8,0,8,0,0,0,0,0,4,0
Bleunienn1,Bleunienn1,,false,3,0,3,4,0,4,0,0,0,0,0,4,0.166667
Fleur_deLune971,Fleur_deLune971,,true,4,35,39,19,146,165,8,0.215829,0.259581,6242.446537,0,4,0.042857
Amoraek,Amoraek,,false,5,0,5,15,0,15,0,0,0,0,0,14,0.35
masammel,masammel,,false,1,0,1,4,0,4,0,0,0,0,0,4,0
ThierryEnLibRT,ThierryEnLibRT,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
Je_Pense_Tout_O,Je_Pense_Tout_O,,false,1,0,1,4,0,4,0,0,0,0,0,4,0
CERISE70044989,CERISE70044989,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
ZenAttitude1111,ZenAttitude1111,,true,4,42,46,29,88,117,11,0.143976,0.183396,1973.439683,0,4,0.027273
Ashille_ALEGA,Ashille_ALEGA,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
laurentbaheux,laurentbaheux,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
Happycurien,Happycurien,,false,5,0,5,13,0,13,0,0,0,0,0,4,0.05
Elyse41502544,Elyse41502544,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
AurelieArp,AurelieArp,,false,3,0,3,8,0,8,0,0,0,0,0,4,0.166667
VeramyMathieu,VeramyMathieu,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
AlamiLoine,AlamiLoine,,false,2,0,2,3,0,3,0,0,0,0,0,4,0.5
OmahElvis,OmahElvis,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
Marie31918177,Marie31918177,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
picsArtistic,picsArtistic,,false,1,0,1,8,0,8,0,0,0,0,0,4,0
NaphtalineLeBon,NaphtalineLeBon,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
NOuameur,NOuameur,,false,1,0,1,13,0,13,0,0,0,0,0,4,0
BladeGrandert,BladeGrandert,,false,1,0,1,2,0,2,0,0,0,0,0,4,0
LanteriBrigitte,LanteriBrigitte,,false,1,0,1,4,0,4,0,0,0,0,0,4,0
LNA_Sura,LNA_Sura,,false,3,0,3,6,0,6,0,0,0,0,0,4,0.166667
uneminedecrayon,uneminedecrayon,,true,0,2,2,0,2,2,1,1,1,0,0,10,0
GUAL41,GUAL41,,false,1,0,1,1,0,1,0,0,0,0,0,10,0
Giribot,Giribot,,false,1,0,1,1,0,1,0,0,0,0,0,10,0
OranzNaame,OranzNaame,,true,2,40,42,2,120,122,9,0.207799,0.247183,10277.571429,0,14,0.027439
BfleurArpegK,BfleurArpegK,,false,1,0,1,4,0,4,0,0,0,0,0,14,0
piano_moons,piano_moons,,false,1,0,1,10,0,10,0,0,0,0,0,14,0
JeanDornac,JeanDornac,,false,2,0,2,98,0,98,0,0,0,0,0,11,0
etxebarre,etxebarre,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
saralegliksberg,saralegliksberg,,false,1,0,1,4,0,4,0,0,0,0,0,14,0
en_residence,en_residence,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
Bianca15048017,Bianca15048017,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
UNESCO,UNESCO,,false,1,0,1,2,0,2,0,0,0,0,0,14,0
celestialsGaia,celestialsGaia,,false,1,0,1,8,0,8,0,0,0,0,0,14,0
MonicaCarreo3,MonicaCarreo3,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
Stephanie_Arti,Stephanie_Arti,,false,3,0,3,4,0,4,0,0,0,0,0,14,0
sansev974,sansev974,,false,1,0,1,2,0,2,0,0,0,0,0,14,0
PersischeRose,PersischeRose,,false,1,0,1,6,0,6,0,0,0,0,0,14,0
m_roffinella,m_roffinella,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
Fleur_Cambodge,Fleur_Cambodge,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
JapingkaGallery,JapingkaGallery,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
Pymwater,Pymwater,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
IBE_UNESCO,IBE_UNESCO,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
ObsFournaise,ObsFournaise,,false,1,0,1,3,0,3,0,0,0,0,0,14,0
fpbZeroZoo,fpbZeroZoo,,false,2,0,2,2,0,2,0,0,0,0,0,14,0
kavishala,kavishala,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
EthnoCloud,EthnoCloud,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
ArtsAtCERN,ArtsAtCERN,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
SadSandrine,SadSandrine,,true,2,0,2,4,0,4,0,0,0,0,0,4,0
tzohysjpn,tzohysjpn,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
Clarity2021,Clarity2021,,false,1,0,1,1,0,1,0,0,0,0,0,14,0
apophtegme,apophtegme,,false,1,0,1,2,0,2,0,0,0,0,0,14,0
BremaMoatib,BremaMoatib,,true,4,1,5,14,1,15,1,1,1,65,0,4,0.05
PENELOPPE192,PENELOPPE192,,false,1,0,1,1,0,1,0,0,0,0,0,4,0
GayKervens,GayKervens,,true,0,8,8,0,8,8,5,0.278912,0.326748,0,0,1,0.035714
PierredeJade1,PierredeJade1,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
Florio9,Florio9,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
kamelbellatrech,kamelbellatrech,,false,3,0,3,3,0,3,0,0,0,0,0,1,0
91Thuggin,91Thuggin,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
kinux31,kinux31,,false,1,0,1,4,0,4,0,0,0,0,0,12,0
mutaito14,mutaito14,,false,2,0,2,2,0,2,0,0,0,0,0,12,0
emmanuel_vaslin,emmanuel_vaslin,,false,5,0,5,9,0,9,0,0,0,0,0,12,0.15
t0adscroak,t0adscroak,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
etienne_cdl,etienne_cdl,,true,5,37,42,18,39,57,4,0.412863,0.497906,6961.98474,0,12,0.007317
greg_devin_,greg_devin_,,true,1,63,64,2,87,89,10,0.180815,0.230438,3809.488203,0,12,0.000768
Ameriquebecoise,Ameriquebecoise,,false,2,0,2,2,0,2,0,0,0,0,0,12,0
gnoir,gnoir,,false,1,0,1,3,0,3,0,0,0,0,0,12,0
Balbec17,Balbec17,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
AmeHuitre,AmeHuitre,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
gblanc05,gblanc05,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
LieuxDeSavoir,LieuxDeSavoir,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
plinous,plinous,,false,1,0,1,5,0,5,0,0,0,0,0,12,0
ConseilSupProg,ConseilSupProg,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
Pattt974,Pattt974,,true,1,49,50,1,106,107,5,0.341772,0.454458,2649.342857,0,12,0.001224
BOhmabitch,BOhmabitch,,true,3,22,25,45,72,117,4,0.460648,0.507119,4464.8,0,12,0.055336
JosetteJosett14,JosetteJosett14,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
APonsonnet,APonsonnet,,false,3,0,3,6,0,6,0,0,0,0,0,12,0.166667
ECharivari,ECharivari,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
necro_logique,necro_logique,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
FabienPalmari,FabienPalmari,,false,3,0,3,3,0,3,0,0,0,0,0,12,0
OuaisCharly,OuaisCharly,,true,3,58,61,24,89,113,1,1,1,4059.416667,0,22,0.016949
TwogFr,TwogFr,,false,2,0,2,3,0,3,0,0,0,0,0,38,0
Markarian_231,Markarian_231,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
Odreynalyne,Odreynalyne,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
zazie83,zazie83,,false,3,0,3,6,0,6,0,0,0,0,0,12,0.333333
burrhus12,burrhus12,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
BKamel,BKamel,,false,1,0,1,2,0,2,0,0,0,0,0,12,0
Black_Swaan__,Black_Swaan__,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
BorgesEnBabel,BorgesEnBabel,,false,2,0,2,2,0,2,0,0,0,0,0,12,1
cunu_off,cunu_off,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
frestagn,frestagn,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
t_ffe,t_ffe,,false,2,0,2,3,0,3,0,0,0,0,0,12,0.5
Loopsidernews,Loopsidernews,,false,2,0,2,3,0,3,0,0,0,0,0,21,0
Minimaliste13,Minimaliste13,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
moorehn,moorehn,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
Un_Bourguignon,Un_Bourguignon,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
laquadrature,laquadrature,,false,3,0,3,3,0,3,0,0,0,0,0,23,0
lonnibesancon,lonnibesancon,,false,3,0,3,3,0,3,0,0,0,0,0,12,0.166667
Affordanceinfo2,Affordanceinfo2,,false,4,0,4,5,0,5,0,0,0,0,0,30,0.083333
Canardpcredac,Canardpcredac,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
vivelefeu,vivelefeu,,false,2,0,2,5,0,5,0,0,0,0,0,42,0
CP_Cnu,CP_Cnu,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
Gjpvernant,Gjpvernant,,false,5,0,5,11,0,11,0,0,0,0,0,42,0
d_schneidermann,d_schneidermann,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
isabelleboisier,isabelleboisier,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
ArnauddMercier,ArnauddMercier,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
emotionlocation,emotionlocation,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
N_Henin,N_Henin,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
AnttonRouget,AnttonRouget,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
Maitre_Eolas,Maitre_Eolas,,false,2,0,2,2,0,2,0,0,0,0,0,12,0
SylvainErnault,SylvainErnault,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
DocArnica,DocArnica,,false,2,0,2,2,0,2,0,0,0,0,0,20,0
ltdla,ltdla,,false,2,0,2,2,0,2,0,0,0,0,0,12,0.5
SamuelHayat,SamuelHayat,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
R_Anniversaries,R_Anniversaries,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
JulienGossa,JulienGossa,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
nivuniconumais,nivuniconumais,,false,1,0,1,2,0,2,0,0,0,0,0,1,0
fubukiyoshe,fubukiyoshe,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
moodvintage,moodvintage,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
Tintamarre6,Tintamarre6,,false,1,0,1,4,0,4,0,0,0,0,0,1,0
75_belkacem,75_belkacem,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
dark_star_71,dark_star_71,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
fmrfij,fmrfij,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
Chlorophylienne,Chlorophylienne,,false,1,0,1,2,0,2,0,0,0,0,0,1,0
dedelajoie,dedelajoie,,false,2,0,2,3,0,3,0,0,0,0,0,42,0
miss_petrocelli,miss_petrocelli,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
ulyssepariser,ulyssepariser,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
SilkDharmaArt,SilkDharmaArt,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
JeanEdernH,JeanEdernH,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
lesnulsfr,lesnulsfr,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
RapsByTuck,RapsByTuck,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
paul_vacca,paul_vacca,,false,3,0,3,3,0,3,0,0,0,0,0,30,0
legrugru,legrugru,,false,2,0,2,2,0,2,0,0,0,0,0,1,0
Laelia_Ve,Laelia_Ve,,false,3,0,3,3,0,3,0,0,0,0,0,1,0
Twirlan,Twirlan,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
Vilain_Pabo,Vilain_Pabo,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
morelexplo,morelexplo,,false,2,0,2,2,0,2,0,0,0,0,0,1,0
BrownStanislas,BrownStanislas,,true,1,7,8,1,7,8,1,1,1,0,0,13,0.142857
ARTEfr,ARTEfr,,false,6,0,6,9,0,9,0,0,0,0,0,12,0
arkokabi,arkokabi,,false,1,0,1,1,0,1,0,0,0,0,0,13,0
EmmanuelMacron,EmmanuelMacron,,false,2,0,2,2,0,2,0,0,0,0,0,13,0
mithrilmaker,mithrilmaker,,false,1,0,1,1,0,1,0,0,0,0,0,13,0
RacletteBagarre,RacletteBagarre,,false,1,0,1,1,0,1,0,0,0,0,0,13,0
FuckAPrince,FuckAPrince,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
SoBusyDear,SoBusyDear,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
RitaRenoir,RitaRenoir,,false,2,0,2,2,0,2,0,0,0,0,0,3,0
LInspirales,LInspirales,,false,2,0,2,15,0,15,0,0,0,0,0,3,0
KDeterme,KDeterme,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Samparlebien,Samparlebien,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
aludelles,aludelles,,false,2,0,2,3,0,3,0,0,0,0,0,3,0
__Kanzi,__Kanzi,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
JamaisTresLoin,JamaisTresLoin,,false,1,0,1,2,0,2,0,0,0,0,0,3,0
Florence1106Flo,Florence1106Flo,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Johan1601,Johan1601,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
nanougribouille,nanougribouille,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
HMutien,HMutien,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Qwant_FR,Qwant_FR,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
saint_mumu,saint_mumu,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
kiarolasticot,kiarolasticot,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
miss_snooopy,miss_snooopy,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
chaxou11,chaxou11,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
PDelwit,PDelwit,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Satellys,Satellys,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
zazlazinz,zazlazinz,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
EtienneBoillet,EtienneBoillet,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
BoiteDisques,BoiteDisques,,false,1,0,1,2,0,2,0,0,0,0,0,3,0
AuschwitzMuseum,AuschwitzMuseum,,false,2,0,2,56,0,56,0,0,0,0,0,12,0
SolitaireOurs,SolitaireOurs,,true,0,46,46,0,114,114,4,0.405085,0.491632,0,0,12,0.002415
Tate,Tate,,false,1,0,1,1,0,1,0,0,0,0,0,12,0
BonsGenresBot,BonsGenresBot,,false,1,0,1,7,0,7,0,0,0,0,0,12,0
GroinGroin_Co,GroinGroin_Co,,false,1,0,1,9,0,9,0,0,0,0,0,12,0
AlmaVermoulu,AlmaVermoulu,,false,1,0,1,13,0,13,0,0,0,0,0,12,0
Gendarmerie088,Gendarmerie088,,false,1,0,1,5,0,5,0,0,0,0,0,12,0
