Id,Label,timeset,authority,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Hub,modularity_class,clustering
EliasLeRetour,EliasLeRetour,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
_8bitwizard,_8bitwizard,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
tobiostars,tobiostars,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
sheehaniser,sheehaniser,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
BotDuCul,BotDuCul,,false,2,0,2,2,0,2,0,0,0,0,0,24,0
min_minstery,min_minstery,,false,2,0,2,2,0,2,0,0,0,0,0,38,0
lestertusi,lestertusi,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
Carapace777,Carapace777,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
chrishemsworth,chrishemsworth,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
dev_dimanche,dev_dimanche,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
NatGeoPhotos,NatGeoPhotos,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
MarkRuffalo,MarkRuffalo,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
neurosocialself,neurosocialself,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
sylvainsarrailh,sylvainsarrailh,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
NetflixFR,NetflixFR,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
kwilli1046,kwilli1046,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
DreamlitGames,DreamlitGames,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
TopDesTwittos,TopDesTwittos,,false,1,0,1,2,0,2,0,0,0,0,0,24,0
Casual_Caden,Casual_Caden,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
JudgeHype,JudgeHype,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
tatiilange,tatiilange,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
monya_sk8,monya_sk8,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
Slasher,Slasher,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
Fabrazz,Fabrazz,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
theanimeboiis,theanimeboiis,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
snakepixel,snakepixel,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
SuperBiscotCOT,SuperBiscotCOT,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
serafleur,serafleur,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
terracid,terracid,,false,2,0,2,3,0,3,0,0,0,0,0,24,0
ImSoFresh_K,ImSoFresh_K,,false,1,0,1,1,0,1,0,0,0,0,0,24,0
NicolasKoch76,NicolasKoch76,,true,0,29,29,0,35,35,2,0.891892,0.939394,0,0,20,0.001232
Rocamboleapp,Rocamboleapp,,false,3,0,3,7,0,7,0,0,0,0,0,23,0
Le___Doc,Le___Doc,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
nathanpsmad,nathanpsmad,,false,1,0,1,3,0,3,0,0,0,0,0,20,0
MrSam144,MrSam144,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
DeSaxus,DeSaxus,,false,1,0,1,3,0,3,0,0,0,0,0,20,0
BlackBookjdr,BlackBookjdr,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Loevenbruck,Loevenbruck,,false,1,0,1,2,0,2,0,0,0,0,0,20,0
MonsieurTouff,MonsieurTouff,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
benjaminlupu,benjaminlupu,,true,1,5,6,1,7,8,1,1,1,4,0,20,0.033333
heidi_news,heidi_news,,false,1,0,1,2,0,2,0,0,0,0,0,20,0
CAudigierValett,CAudigierValett,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
BxlIris,BxlIris,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
gforestier,gforestier,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
crouzet,crouzet,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
story_nerd,story_nerd,,false,7,0,7,8,0,8,0,0,0,0,0,37,0.047619
marcais_olive,marcais_olive,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
laurentfillion,laurentfillion,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Phanto17,Phanto17,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
CamilleGaubertb,CamilleGaubertb,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
AAstierOff,AAstierOff,,false,2,0,2,2,0,2,0,0,0,0,0,20,0
docprimum,docprimum,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
DocPepperFR,DocPepperFR,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
La_citoyenne_se,La_citoyenne_se,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
BenThev,BenThev,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
so_sroy,so_sroy,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
LehmannDrC,LehmannDrC,,false,3,0,3,3,0,3,0,0,0,0,0,3,0
FZores,FZores,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
HafidAggoune,HafidAggoune,,true,0,80,80,0,155,155,2,0.87037,0.925532,0,0,8,0.000158
manuel_candre,manuel_candre,,false,2,0,2,4,0,4,0,0,0,0,0,8,0
Leon_Marc_Levy,Leon_Marc_Levy,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
BrigLoCicero,BrigLoCicero,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
TObourdeau,TObourdeau,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
alexandre_comte,alexandre_comte,,false,2,0,2,3,0,3,0,0,0,0,0,1,0
PrixJulesRimet,PrixJulesRimet,,false,1,0,1,3,0,3,0,0,0,0,0,8,0
NicolasBaverez,NicolasBaverez,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
Ed_Flammarion,Ed_Flammarion,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
RedStarFC,RedStarFC,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
p_rhizome,p_rhizome,,false,2,0,2,8,0,8,0,0,0,0,0,8,0
EllenLWeintraub,EllenLWeintraub,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
MariannesNoires,MariannesNoires,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
joannsfar,joannsfar,,false,1,0,1,3,0,3,0,0,0,0,0,8,0
vtongcuong,vtongcuong,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
ChattamMaxime,ChattamMaxime,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
AlexandreJardin,AlexandreJardin,,false,2,0,2,3,0,3,0,0,0,0,0,8,0
GuardianBooks,GuardianBooks,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
PenguinUKBooks,PenguinUKBooks,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
amisdelaterre,amisdelaterre,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
LibCharybde,LibCharybde,,false,5,0,5,6,0,6,0,0,0,0,0,30,0.1
PlaceRonde,PlaceRonde,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
RichardBerry,RichardBerry,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
Leonard_Bangkok,Leonard_Bangkok,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
jmblanquer,jmblanquer,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
IGN,IGN,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
EdJoelleLosfeld,EdJoelleLosfeld,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
brutofficiel,brutofficiel,,false,1,0,1,5,0,5,0,0,0,0,0,8,0
GeorgesLaura,GeorgesLaura,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
LFPfr,LFPfr,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
394Histoires,394Histoires,,false,1,0,1,3,0,3,0,0,0,0,0,8,0
_MDT_,_MDT_,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Gallimard,Gallimard,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
saint_etienne_,saint_etienne_,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
demontaignetan,demontaignetan,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
PublishersWkly,PublishersWkly,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
OliviaElkaim,OliviaElkaim,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
greenpeacefr,greenpeacefr,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Lisastrale,Lisastrale,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
thrashermag,thrashermag,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
DEFAKATOR_Off,DEFAKATOR_Off,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Freddeghelt,Freddeghelt,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
Arnovialle,Arnovialle,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
FaberBooks,FaberBooks,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
lithub,lithub,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
aspide_l,aspide_l,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
OnlyFilmMedia,OnlyFilmMedia,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
sophia162779000,sophia162779000,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Letheatrecritiq,Letheatrecritiq,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
AureCasse,AureCasse,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
LeCNL,LeCNL,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
Cerrone,Cerrone,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Todogtiaw,Todogtiaw,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
ARosencher,ARosencher,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
AmandaSthers,AmandaSthers,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
TeaPainUSA,TeaPainUSA,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Sombrefeline,Sombrefeline,,true,2,7,9,2,10,12,1,1,1,45,0,22,0.013889
Feys_FancyDoc,Feys_FancyDoc,,false,4,0,4,4,0,4,0,0,0,0,0,22,0.166667
hydralune,hydralune,,false,1,0,1,4,0,4,0,0,0,0,0,22,0
marie_tinet,marie_tinet,,false,1,0,1,1,0,1,0,0,0,0,0,22,0
Proustinienne,Proustinienne,,false,1,0,1,1,0,1,0,0,0,0,0,22,0
becat_erina,becat_erina,,false,3,0,3,6,0,6,0,0,0,0,0,37,0.166667
FantasyFaction,FantasyFaction,,false,1,0,1,1,0,1,0,0,0,0,0,22,0
jhedoux,jhedoux,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
_dieuoff,_dieuoff,,false,2,0,2,2,0,2,0,0,0,0,0,20,0
mickael,mickael,,false,1,0,1,2,0,2,0,0,0,0,0,20,0
Syven_mondes,Syven_mondes,,true,0,55,55,0,68,68,3,0.643275,0.740909,0,0,21,0.001347
warlock_wonders,warlock_wonders,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Brest2LC,Brest2LC,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
BeaulieuBap,BeaulieuBap,,false,1,0,1,2,0,2,0,0,0,0,0,21,0
cindy_vw,cindy_vw,,false,3,0,3,9,0,9,0,0,0,0,0,21,0
CamilleBrunel,CamilleBrunel,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
MarieQuetier,MarieQuetier,,false,1,0,1,2,0,2,0,0,0,0,0,21,0
LesAventuriales,LesAventuriales,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Gabriele_Corno,Gabriele_Corno,,false,2,0,2,2,0,2,0,0,0,0,0,21,0
VinceJarousseau,VinceJarousseau,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
SignsFun,SignsFun,,false,2,0,2,2,0,2,0,0,0,0,0,21,0.5
florencehinckel,florencehinckel,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
GMeurice,GMeurice,,false,1,0,1,3,0,3,0,0,0,0,0,21,0
RemyBuisine,RemyBuisine,,false,5,0,5,11,0,11,0,0,0,0,0,30,0
AA_Avocats,AA_Avocats,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Coliandre,Coliandre,,false,5,0,5,6,0,6,0,0,0,0,0,21,0.05
BenedictTaffin,BenedictTaffin,,false,5,0,5,7,0,7,0,0,0,0,0,37,0.05
AlienorPioney,AlienorPioney,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
fabricearfi,fabricearfi,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
NicolasQuenel,NicolasQuenel,,false,2,0,2,2,0,2,0,0,0,0,0,22,0
coastal_eddyLB,coastal_eddyLB,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
FLAHAULT,FLAHAULT,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Becky_Prauquo,Becky_Prauquo,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
GephyreEditions,GephyreEditions,,false,4,0,4,5,0,5,0,0,0,0,0,21,0.083333
Onirography,Onirography,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
HamillHimself,HamillHimself,,false,3,0,3,5,0,5,0,0,0,0,0,21,0
SimoneGiertz,SimoneGiertz,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
NBCoste,NBCoste,,false,2,0,2,2,0,2,0,0,0,0,0,21,0
FlauxCelia,FlauxCelia,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
benswart,benswart,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
LyneObsessions,LyneObsessions,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Janet12358W,Janet12358W,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
pedrosa_cyril,pedrosa_cyril,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
PapayouFR,PapayouFR,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Nain_Portekoi,Nain_Portekoi,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Crazy_autrice,Crazy_autrice,,true,3,53,56,7,111,118,2,0.907692,0.949153,274,0,22,0.003247
conklin_alexis,conklin_alexis,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
EstelleFaye1,EstelleFaye1,,false,3,0,3,4,0,4,0,0,0,0,0,37,0
shelbylcole,shelbylcole,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
YuikoBooks,YuikoBooks,,false,3,0,3,3,0,3,0,0,0,0,0,25,0
ShirleyJOwens,ShirleyJOwens,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
carolinedehaas,carolinedehaas,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
silya_liya,silya_liya,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
BettyPiccioli,BettyPiccioli,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
farghie,farghie,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Saefiel,Saefiel,,false,2,0,2,3,0,3,0,0,0,0,0,21,0
Crowdagger,Crowdagger,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
benyahr,benyahr,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
EmmaGrant_01,EmmaGrant_01,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
Limande_soyeuse,Limande_soyeuse,,false,1,0,1,1,0,1,0,0,0,0,0,21,0
louisameonis,louisameonis,,true,0,17,17,0,55,55,1,1,1,0,0,33,0
TheLovelyTeach,TheLovelyTeach,,false,2,0,2,15,0,15,0,0,0,0,0,33,0
CollectionEt_H,CollectionEt_H,,false,1,0,1,17,0,17,0,0,0,0,0,33,0
lunarthemis,lunarthemis,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
EdHauteville,EdHauteville,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
SH_Addictions,SH_Addictions,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
SongeD1NuitDete,SongeD1NuitDete,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
lamalleauxlivre,lamalleauxlivre,,false,2,0,2,4,0,4,0,0,0,0,0,33,0
VoyLitteraires,VoyLitteraires,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
Emilia_M_P,Emilia_M_P,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
flowflow29,flowflow29,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
eschapasse,eschapasse,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
girlyboox,girlyboox,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
harlequinfrance,harlequinfrance,,false,1,0,1,3,0,3,0,0,0,0,0,33,0
eloradana23031,eloradana23031,,false,1,0,1,2,0,2,0,0,0,0,0,33,0
cocobouquine,cocobouquine,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
Julie13_lcb,Julie13_lcb,,false,1,0,1,1,0,1,0,0,0,0,0,33,0
SongesEcriture,SongesEcriture,,true,1,30,31,1,39,40,1,1,1,57.333333,0,37,0
TextesalaPelle,TextesalaPelle,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
MondeFantasy,MondeFantasy,,false,3,0,3,4,0,4,0,0,0,0,0,37,0
Bluebelly,Bluebelly,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
reliqueseon,reliqueseon,,false,3,0,3,4,0,4,0,0,0,0,0,37,0
Samanthabailly,Samanthabailly,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
scribbook,scribbook,,false,1,0,1,3,0,3,0,0,0,0,0,37,0
Suzanne_C_Wery,Suzanne_C_Wery,,false,1,0,1,5,0,5,0,0,0,0,0,37,0
StephenKingFr,StephenKingFr,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Jo_RileyBlack,Jo_RileyBlack,,false,4,0,4,4,0,4,0,0,0,0,0,37,0.083333
ImaginAsso,ImaginAsso,,false,2,0,2,21,0,21,0,0,0,0,0,28,0
LAncriere,LAncriere,,false,2,0,2,3,0,3,0,0,0,0,0,37,0
Charlydelacour,Charlydelacour,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
Meloufee,Meloufee,,false,3,0,3,3,0,3,0,0,0,0,0,37,0
REsther10,REsther10,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
JDHEditions,JDHEditions,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
plumelydasa,plumelydasa,,false,3,0,3,3,0,3,0,0,0,0,0,37,0.166667
Fourmiztory,Fourmiztory,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
EllaSawyerBook,EllaSawyerBook,,false,3,0,3,4,0,4,0,0,0,0,0,25,0
CommuAuteurs,CommuAuteurs,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Sian_Odsyn,Sian_Odsyn,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
LovecraftFrance,LovecraftFrance,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
DeCalame,DeCalame,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
Delf1983,Delf1983,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
malo_debraq,malo_debraq,,true,1,11,12,3,16,19,1,1,1,0,0,8,0.090909
Lire_ML,Lire_ML,,false,3,0,3,3,0,3,0,0,0,0,0,8,0
jandralee,jandralee,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
MariaDallavale,MariaDallavale,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
LauVinzaresa,LauVinzaresa,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
FDennisson,FDennisson,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
OLitteraires,OLitteraires,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
OBS_COMMEDIA,OBS_COMMEDIA,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
RomanFantasy1,RomanFantasy1,,true,0,6,6,0,6,6,1,1,1,0,0,25,0
NEWAmabooks,NEWAmabooks,,false,1,0,1,1,0,1,0,0,0,0,0,25,0
pitchseries,pitchseries,,false,1,0,1,1,0,1,0,0,0,0,0,25,0
Domonivo,Domonivo,,false,2,0,2,2,0,2,0,0,0,0,0,25,0
WorldKnownledge,WorldKnownledge,,false,1,0,1,1,0,1,0,0,0,0,0,25,0
FoggyBunneh,FoggyBunneh,,false,1,0,1,1,0,1,0,0,0,0,0,25,0
JulienPaschetta,JulienPaschetta,,true,4,7,11,8,7,15,1,1,1,58.5,0,37,0
AislinnTLawson,AislinnTLawson,,false,4,0,4,6,0,6,0,0,0,0,0,25,0.083333
DelannoyEmeline,DelannoyEmeline,,false,3,0,3,15,0,15,0,0,0,0,0,37,0
efferusastrum,efferusastrum,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
gabonnefont,gabonnefont,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
LeCoindAudrey,LeCoindAudrey,,false,3,0,3,3,0,3,0,0,0,0,0,37,0
LalexAndrea,LalexAndrea,,true,1,64,65,1,81,82,4,0.479532,0.618394,119.5,0,23,0.000248
nantesfr,nantesfr,,false,2,0,2,2,0,2,0,0,0,0,0,30,0
ValeriaAugusta8,ValeriaAugusta8,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
futurasciences,futurasciences,,false,1,0,1,3,0,3,0,0,0,0,0,23,0
onlinegrapes,onlinegrapes,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Sophie_Gourion,Sophie_Gourion,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
NigelInEgypt,NigelInEgypt,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Tris_Lab,Tris_Lab,,false,2,0,2,2,0,2,0,0,0,0,0,23,0
Lucius_Gellius,Lucius_Gellius,,false,1,0,1,2,0,2,0,0,0,0,0,23,0
PRland,PRland,,false,1,0,1,2,0,2,0,0,0,0,0,23,0
HarounAlRachid,HarounAlRachid,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
DoublureStylo,DoublureStylo,,false,3,0,3,3,0,3,0,0,0,0,0,37,0
GirlFey,GirlFey,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
nice_fictions,nice_fictions,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
ClocheEmeric,ClocheEmeric,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Benazdia,Benazdia,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
NarudaaArnaud,NarudaaArnaud,,false,1,0,1,3,0,3,0,0,0,0,0,23,0
DavidGab_,DavidGab_,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
M_Gadget_,M_Gadget_,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
JY_LeGall,JY_LeGall,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
mricharddeckard,mricharddeckard,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
MuseeOrsay,MuseeOrsay,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
AudreyBurki,AudreyBurki,,false,2,0,2,3,0,3,0,0,0,0,0,23,0
sororistas_,sororistas_,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
TechSpatiales,TechSpatiales,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
eva_gril,eva_gril,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
jeromelambourg,jeromelambourg,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Irisvel_,Irisvel_,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
hourlyFox,hourlyFox,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
jonbernhardt,jonbernhardt,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
booly2b,booly2b,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Alextrxm,Alextrxm,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
WorldAndScience,WorldAndScience,,false,1,0,1,2,0,2,0,0,0,0,0,23,0
jolune_m,jolune_m,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
adepetigny,adepetigny,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
lucbronner,lucbronner,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
mvtcolibris,mvtcolibris,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
PascaleFaKLNR,PascaleFaKLNR,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Hycarius,Hycarius,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
MediacitesNtes,MediacitesNtes,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
lecosmographe,lecosmographe,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Gouximan,Gouximan,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
le_Parisien,le_Parisien,,false,2,0,2,2,0,2,0,0,0,0,0,37,0
Latalante,Latalante,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Padre_Pio,Padre_Pio,,false,2,0,2,2,0,2,0,0,0,0,0,23,0
papilles,papilles,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
hugolisoir,hugolisoir,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
TOMHTML,TOMHTML,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
qwertee,qwertee,,false,2,0,2,48,0,48,0,0,0,0,0,22,0
jardinsvirtuels,jardinsvirtuels,,false,2,0,2,7,0,7,0,0,0,0,0,21,1
UnMondeRiant,UnMondeRiant,,false,1,0,1,1,0,1,0,0,0,0,0,23,0
Adrien_Lecont3,Adrien_Lecont3,,true,1,42,43,1,49,50,2,0.797101,0.872727,0,0,37,0.02381
394NuanceDeSev,394NuanceDeSev,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Hvnnart,Hvnnart,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
AHennicker,AHennicker,,false,7,0,7,16,0,16,0,0,0,0,0,37,0.047619
Teachersilvert,Teachersilvert,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
gaeko_san,gaeko_san,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
spaceorionM42,spaceorionM42,,false,2,0,2,3,0,3,0,0,0,0,0,37,0
_stevewills,_stevewills,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Leastrid,Leastrid,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
WENDLINGauthier,WENDLINGauthier,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
avestrit,avestrit,,false,3,0,3,5,0,5,0,0,0,0,0,21,0
Merryweatherey,Merryweatherey,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
TreyZKatorZ,TreyZKatorZ,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
LocksyBe,LocksyBe,,false,2,0,2,2,0,2,0,0,0,0,0,22,0
JeromeVialleton,JeromeVialleton,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
laetitiac29,laetitiac29,,false,2,0,2,2,0,2,0,0,0,0,0,22,0
ZaraUzumi,ZaraUzumi,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
hungry_B_cat,hungry_B_cat,,false,3,0,3,4,0,4,0,0,0,0,0,37,0
MoikiStories,MoikiStories,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Laura_Rahme,Laura_Rahme,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
francksydney,francksydney,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
KhadijaBenhamza,KhadijaBenhamza,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
nellyScreamy,nellyScreamy,,false,4,0,4,14,0,14,0,0,0,0,0,21,0
ChildHarley,ChildHarley,,false,2,0,2,9,0,9,0,0,0,0,0,37,0
Allester83,Allester83,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
